Query ID,Hit ID,Description,E-value,Score,Query Length,Alignment Length,Identity
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.21167e-35,186.0,11730,191,155
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.47611e-34,182.0,11730,293,215
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.47611e-34,182.0,11730,166,138
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.79827e-33,179.0,11730,204,161
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.19075e-32,175.0,11730,294,216
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.64645e-32,173.0,11730,179,144
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.64645e-32,172.0,11730,137,118
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.64645e-32,172.0,11730,173,141
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.31529e-31,169.0,11730,174,140
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.31529e-31,168.0,11730,298,215
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.13483e-29,165.0,11730,136,116
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.13483e-29,164.0,11730,310,222
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.13483e-29,164.0,11730,177,141
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.68424e-27,157.0,11730,245,182
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.68424e-27,156.0,11730,287,207
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.16159e-26,151.0,11730,301,213
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.16159e-26,151.0,11730,134,112
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",8.7246e-25,147.0,11730,127,107
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",8.7246e-25,147.0,11730,209,154
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.04518e-24,144.0,11730,283,203
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.70979e-23,141.0,11730,200,151
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.70979e-23,141.0,11730,260,184
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",4.51945e-22,136.0,11730,221,157
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.57744e-21,135.0,11730,221,158
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.57744e-21,135.0,11730,158,124
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.57744e-21,135.0,11730,221,159
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.85209e-18,123.0,11730,127,102
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.47455e-17,119.0,11730,122,97
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.47455e-17,119.0,11730,210,147
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.47455e-17,118.0,11730,207,144
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",4.23287e-16,115.0,11730,220,152
